RK,NAME,TEAM,POS,WK,OPP,TGTS,REC,CATCH%,YDS,TD,LONG,YDS/TGT,YDS/REC,ATT,YDS,AVG,TD,FUM,LOST,FPTS
1,Troy Franklin,DEN,WR,8,DAL,8,6,75,89,2,26,11.1,14.8,0,0,,0,0,0,26.9
2,Rashee Rice,KC,WR,8,WAS,9,9,100,93,1,25,10.3,10.3,2,12,6,0,1,0,25.5
3,Michael Pittman Jr.,IND,WR,8,TEN,9,8,88.9,95,1,21,10.6,11.9,0,0,,0,0,0,23.5
4,Ja'Marr Chase,CIN,WR,8,NYJ,19,12,63.2,91,0,17,4.8,7.6,0,0,,0,0,0,21.1
5,Jaylen Waddle,MIA,WR,8,ATL,6,5,83.3,99,1,43,16.5,19.8,0,0,,0,0,0,20.9
6,Ladd McConkey,LAC,WR,8,MIN,10,6,60,88,1,27,8.8,14.7,0,0,,0,0,0,20.8
7,Khalil Shakir,BUF,WR,8,CAR,7,6,85.7,88,1,54,12.6,14.7,0,0,,0,0,0,20.8
8,Rome Odunze,CHI,WR,8,BAL,10,7,70,114,0,27,11.4,16.3,0,0,,0,0,0,18.4
9,Xavier Hutchinson,HOU,WR,8,SF,6,5,83.3,69,1,30,11.5,13.8,0,0,,0,0,0,17.9
10,Roman Wilson,PIT,WR,8,GB,5,4,80,74,1,45,14.8,18.5,0,0,,0,0,0,17.4
11,Tetairoa McMillan,CAR,WR,8,BUF,10,7,70,99,0,19,9.9,14.1,0,0,,0,0,0,16.9
12,DK Metcalf,PIT,WR,8,GB,7,5,71.4,55,1,24,7.9,11,0,0,,0,0,0,16.5
13,Kayshon Boutte,NE,WR,8,CLE,5,3,60,75,1,39,15,25,0,0,,0,0,0,16.5
14,Chimere Dike,TEN,WR,8,IND,8,7,87.5,93,0,21,11.6,13.3,1,1,1,0,0,0,16.4
15,Mack Hollins,NE,WR,8,CLE,7,7,100,89,0,21,12.7,12.7,0,0,,0,0,0,15.9
16,Tyler Johnson,NYJ,WR,8,CIN,5,3,60,64,1,34,12.8,21.3,0,0,,0,0,0,15.4
17,George Pickens,DAL,WR,8,DEN,9,7,77.8,78,0,17,8.7,11.1,0,0,,0,0,0,14.8
18,CeeDee Lamb,DAL,WR,8,DEN,10,7,70,74,0,29,7.4,10.6,1,2,2,0,0,0,14.6
19,Rashid Shaheed,NO,WR,8,TB,12,9,75,75,0,10,6.2,8.3,0,0,,0,1,1,14.5
20,Terry McLaurin,WAS,WR,8,KC,4,3,75,54,1,25,13.5,18,0,0,,0,0,0,14.4
21,Justin Jefferson,MIN,WR,8,LAC,11,7,63.6,74,0,17,6.7,10.6,0,0,,0,0,0,14.4
22,DeVonta Smith,PHI,WR,8,NYG,9,6,66.7,84,0,26,9.3,14,0,0,,0,0,0,14.4
23,Zay Flowers,BAL,WR,8,CHI,9,7,77.8,63,0,20,7,9,1,8,8,0,0,0,14.1
24,Chris Olave,NO,WR,8,TB,12,8,66.7,63,0,28,5.2,7.9,1,-3,-3,0,0,0,14
25,Malik Washington,MIA,WR,8,ATL,5,4,80,36,1,17,7.2,9,0,0,,0,0,0,13.6
26,Jayden Higgins,HOU,WR,8,SF,8,4,50,34,1,12,4.2,8.5,0,0,,0,0,0,13.4
27,Josh Downs,IND,WR,8,TEN,3,3,100,39,1,18,13,13,0,0,,0,0,0,12.9
28,Jalen Tolbert,DAL,WR,8,DEN,2,2,100,47,1,35,23.5,23.5,0,0,,0,0,0,12.7
29,Christian Watson,GB,WR,8,PIT,4,4,100,85,0,33,21.2,21.2,0,0,,0,0,0,12.5
30,Pat Bryant,DEN,WR,8,DAL,4,2,50,40,1,24,10,20,0,0,,0,0,0,12
31,DJ Moore,CHI,WR,8,BAL,7,4,57.1,73,0,42,10.4,18.2,2,3,1.5,0,0,0,11.6
32,Jordan Addison,MIN,WR,8,LAC,4,3,75,26,1,15,6.5,8.7,0,0,,0,0,0,11.6
33,Tee Higgins,CIN,WR,8,NYJ,2,1,50,44,1,44,22,44,0,0,,0,0,0,11.4
34,Jaylin Noel,HOU,WR,8,SF,6,5,83.3,63,0,44,10.5,12.6,0,0,,0,0,0,11.3
35,Jahan Dotson,PHI,WR,8,NYG,2,1,50,40,1,40,20,40,0,0,,0,0,0,11
36,Courtland Sutton,DEN,WR,8,DAL,6,4,66.7,67,0,39,11.2,16.8,0,0,,0,0,0,10.7
37,Stefon Diggs,NE,WR,8,CLE,5,3,60,14,1,8,2.8,4.7,0,0,,0,0,0,10.4
38,Xavier Worthy,KC,WR,8,WAS,7,5,71.4,53,0,27,7.6,10.6,0,0,,0,0,0,10.3
39,Olamide Zaccheaus,CHI,WR,8,BAL,7,7,100,33,0,6,4.7,4.7,0,0,,0,0,0,10.3
40,Romeo Doubs,GB,WR,8,PIT,6,3,50,44,0,24,7.3,14.7,0,0,,0,0,0,9.4
41,Tez Johnson,TB,WR,8,NO,6,5,83.3,43,0,16,7.2,8.6,0,0,,0,0,0,9.3
42,Elic Ayomanor,TEN,WR,8,IND,8,4,50,52,0,26,6.5,13,0,0,,0,0,0,9.2
43,Alec Pierce,IND,WR,8,TEN,5,2,40,69,0,50,13.8,34.5,0,0,,0,0,0,8.9
44,Braxton Berrios,HOU,WR,8,SF,5,5,100,38,0,14,7.6,7.6,0,0,,0,0,0,8.8
45,Tre' Harris,LAC,WR,8,MIN,2,2,100,8,1,6,4,4,0,0,,0,0,0,8.8
46,Isaiah Williams,NYJ,WR,8,CIN,4,3,75,31,0,15,7.8,10.3,1,25,25,0,0,0,8.6
47,Jauan Jennings,SF,WR,8,HOU,7,4,57.1,45,0,25,6.4,11.2,0,0,,0,0,0,8.5
48,Keenan Allen,LAC,WR,8,MIN,5,4,80,44,0,17,8.8,11,0,0,,0,0,0,8.4
49,Savion Williams,GB,WR,8,PIT,1,1,100,8,1,8,8,8,1,1,1,0,0,0,7.9
50,Wan'Dale Robinson,NYG,WR,8,PHI,4,3,75,48,0,34,12,16,0,0,,0,0,0,7.8
51,Kendrick Bourne,SF,WR,8,HOU,4,3,75,44,0,18,11,14.7,0,0,,0,0,0,7.4
52,Rashod Bateman,BAL,WR,8,CHI,4,2,50,51,0,36,12.8,25.5,0,0,,0,0,0,7.1
53,Calvin Austin III,PIT,WR,8,GB,6,4,66.7,28,0,13,4.7,7,0,0,,0,0,0,6.8
54,Jalen Coker,CAR,WR,8,BUF,4,3,75,36,0,22,9,12,0,0,,0,0,0,6.6
55,Emeka Egbuka,TB,WR,8,NO,9,3,33.3,35,0,24,3.9,11.7,0,0,,0,0,0,6.5
56,KhaDarel Hodge,ATL,WR,8,MIA,8,3,37.5,31,0,16,3.9,10.3,0,0,,0,0,0,6.1
57,Keon Coleman,BUF,WR,8,CAR,4,3,75,30,0,14,7.5,10,0,0,,0,0,0,6
58,Malik Heath,GB,WR,8,PIT,3,3,100,29,0,13,9.7,9.7,0,0,,0,0,0,5.9
59,DeMario Douglas,NE,WR,8,CLE,1,1,100,44,0,44,44,44,2,3,1.5,0,0,0,5.7
60,Luke McCaffrey,WAS,WR,8,KC,3,3,100,24,0,17,8,8,0,0,,0,0,0,5.4
61,Brandin Cooks,NO,WR,8,TB,4,3,75,22,0,11,5.5,7.3,0,0,,0,0,0,5.2
62,Jamari Thrash,CLE,WR,8,NE,3,2,66.7,31,0,21,10.3,15.5,0,0,,0,0,0,5.1
63,JuJu Smith-Schuster,KC,WR,8,WAS,2,2,100,29,0,24,14.5,14.5,0,0,,0,0,0,4.9
64,Darius Slayton,NYG,WR,8,PHI,5,2,40,26,0,19,5.2,13,0,0,,0,0,0,4.6
65,Demarcus Robinson,SF,WR,8,HOU,3,2,66.7,5,0,6,1.7,2.5,0,0,,0,0,0,4.5
66,Deebo Samuel Sr.,WAS,WR,8,KC,6,3,50,11,0,6,1.8,3.7,1,1,1,0,0,0,4.2
67,Jared Wayne,HOU,WR,8,SF,2,2,100,20,0,17,10,10,0,0,,0,0,0,4
68,Xavier Legette,CAR,WR,8,BUF,3,2,66.7,17,0,11,5.7,8.5,0,0,,0,0,0,3.7
69,Casey Washington,ATL,WR,8,MIA,1,1,100,25,0,25,25,25,0,0,,0,0,0,3.5
70,David Sills V,ATL,WR,8,MIA,3,2,66.7,14,0,12,4.7,7,0,0,,0,0,0,3.4
71,Matthew Golden,GB,WR,8,PIT,3,3,100,4,0,4,1.3,1.3,0,0,,0,0,0,3.4
72,Arian Smith,NYJ,WR,8,CIN,1,1,100,23,0,23,23,23,0,0,,0,0,0,3.3
73,Malachi Corley,CLE,WR,8,NE,0,0,,0,0,0,,,1,31,31,0,0,0,3.1
74,Beaux Collins,NYG,WR,8,PHI,2,1,50,18,0,18,9,18,0,0,,0,0,0,2.8
75,Nick Westbrook-Ikhine,MIA,WR,8,ATL,3,1,33.3,18,0,18,6,18,0,0,,0,0,0,2.8
76,Elijah Moore,BUF,WR,8,CAR,4,1,25,14,0,14,3.5,14,0,0,,0,0,0,2.4
77,DeAndre Hopkins,BAL,WR,8,CHI,1,1,100,14,0,14,14,14,0,0,,0,0,0,2.4
78,Ben Skowronek,PIT,WR,8,GB,1,1,100,13,0,13,13,13,0,0,,0,0,0,2.3
79,Darnell Mooney,ATL,WR,8,MIA,4,1,25,11,0,11,2.8,11,0,0,,0,0,0,2.1
80,Devaughn Vele,NO,WR,8,TB,5,1,20,10,0,10,2,10,0,0,,0,0,0,2
81,Sterling Shepard,TB,WR,8,NO,2,1,50,8,0,8,4,8,0,0,,0,0,0,1.8
82,Marvin Mims Jr.,DEN,WR,8,DAL,1,0,0,0,0,0,0,,3,18,6,0,0,0,1.8
83,Ryan Flournoy,DAL,WR,8,DEN,2,1,50,7,0,7,3.5,7,0,0,,0,0,0,1.7
84,Jordan Watkins,SF,WR,8,HOU,2,1,50,7,0,7,3.5,7,0,0,,0,0,0,1.7
85,Tylan Wallace,BAL,WR,8,CHI,1,1,100,6,0,6,6,6,0,0,,0,0,0,1.6
86,Van Jefferson,TEN,WR,8,IND,8,1,12.5,6,0,6,0.8,6,0,0,,0,0,0,1.6
87,Allen Lazard,NYJ,WR,8,CIN,2,1,50,5,0,5,2.5,5,0,0,,0,0,0,1.5
88,Xavier Gipson,PHI,WR,8,NYG,1,1,100,3,0,3,3,3,0,0,,0,0,0,1.3
89,Devin Duvernay,CHI,WR,8,BAL,3,1,33.3,2,0,2,0.7,2,0,0,,0,0,0,1.2
90,Cedrick Wilson Jr.,MIA,WR,8,ATL,1,1,100,2,0,2,2,2,0,0,,0,0,0,1.2
91,Jaylin Lane,WAS,WR,8,KC,2,1,50,0,0,0,0,0,0,0,,0,0,0,1
92,Luther Burden III,CHI,WR,8,BAL,1,1,100,-1,0,-1,-1,-1,0,0,,0,0,0,0.9
93,Jimmy Horn Jr.,CAR,WR,8,BUF,1,0,0,0,0,0,0,,2,9,4.5,0,0,0,0.9
94,KaVontae Turpin,DAL,WR,8,DEN,5,1,20,-2,0,0,-0.4,-2,0,0,,0,0,0,0.8
95,Gage Larvadain,CLE,WR,8,NE,0,0,,0,0,0,,,1,3,3,0,0,0,0.3
96,Ashton Dulin,IND,WR,8,TEN,1,1,100,-8,0,-8,-8,-8,0,0,,0,0,0,0.2
97,Marquise Brown,KC,WR,8,WAS,1,0,0,0,0,0,0,,0,0,,0,0,0,0
98,Charlie Jones,CIN,WR,8,NYJ,0,0,,0,0,0,,,0,0,,0,0,0,0
99,Trent Sherfield Sr.,DEN,WR,8,DAL,0,0,,0,0,0,,,0,0,,0,0,0,0
100,Mitchell Tinsley,CIN,WR,8,NYJ,0,0,,0,0,0,,,0,0,,0,0,0,0
